"response"	"v1"	"v2"	"v3"	"v4"	"v5"	"v6"	"v7"	"v8"	"v9"	"v10"	"v11"	"v12"	"v13"	"v14"	"v15"	"v16"	"v17"	"v18"	"v19"	"v20"	"v21"	"v22"	"v23"	"v24"	"v25"	"v26"	"v27"	"v28"	"v29"	"v30"	"v31"	"v32"	"v33"	"v34"	"v35"	"v36"	"v37"	"v38"	"v39"	"v40"	"v41"	"v42"	"v43"	"v44"	"v45"	"v46"	"v47"	"v48"	"v49"	"v50"	"v51"	"v52"	"v53"	"v54"	"v55"	"v56"	"v57"	"v58"	"v59"	"v60"	"v61"	"v62"	"v63"	"v64"	"v65"	"v66"	"v67"	"v68"	"v69"	"v70"	"v71"	"v72"	"v73"	"v74"	"v75"	"v76"	"v77"	"v78"	"v79"	"v80"	"v81"	"v82"	"v83"	"v84"	"v85"	"v86"	"v87"	"v88"	"v89"	"v90"	"v91"	"v92"	"v93"	"v94"	"v95"	"v96"	"v97"	"v98"	"v99"	"v100"	"v101"	"v102"	"v103"	"v104"	"v105"	"v106"	"v107"	"v108"	"v109"	"v110"	"v111"	"v112"	"v113"	"v114"	"v115"	"v116"	"v117"	"v118"	"v119"	"v120"	"v121"	"v122"	"v123"	"v124"	"v125"	"v126"	"v127"	"v128"	"v129"	"v130"	"v131"	"all.var.na.count"
"Class_1"	-999	-999	4	-999	-999	-999	-999	-999	-999	1.99124801678	-999	6.90602209121	-999	13.0411787488	-999	-999	-999	-999	-999	-999	7.77003129472	4309	-999	3	-999	-999	-999	-999	-999	1	2	-999	-999	9.97430705488	-999	-999	-999	0	-999	4.93307308958	-999	-999	-999	-999	-999	-999	3	-999	-999	1.65651784698	-999	4	-999	-999	-999	51	-999	-999	-999	-999	-999	1	-999	-999	-999	3	-999	-999	-999	-999	6	1	-999	2	4	-999	-999	-999	5	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	3	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	3	-999	-999	2	-999	7	1	17.4916435965	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	28	-999	-999	-999	0	-999	-999	100
"Class_1"	-999	-999	4	-999	-999	-999	-999	-999	-999	1.02844645772	-999	6.60918483596	-999	10.1155933551	-999	-999	-999	-999	-999	-999	5.49596808945	12404	-999	4	-999	-999	-999	-999	-999	8	2	-999	-999	8.21847313385	-999	-999	-999	0	-999	6.74046779975	-999	-999	-999	-999	-999	-999	3	-999	-999	0.51646913219	-999	3	-999	-999	-999	55	-999	-999	-999	-999	-999	1	-999	-999	-999	2	-999	-999	-999	-999	2	1	-999	2	2	-999	-999	-999	5	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	4	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	5	-999	-999	2	-999	12	1	16.1291762074	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	69	-999	-999	-999	0	-999	-999	100
"Class_1"	-999	-999	1	-999	-999	-999	-999	-999	-999	3.93873084457	-999	7.65356795669	-999	12.3324712939	-999	-999	-999	-999	-999	-999	6.11885663034	23061	-999	4	-999	-999	-999	-999	-999	1	1	-999	-999	5.99742975513	-999	-999	-999	0	-999	13.1813914782	-999	-999	-999	-999	-999	-999	4	-999	-999	3.55366496205	-999	7	-999	-999	-999	41	-999	-999	-999	-999	-999	0	-999	-999	-999	1	-999	-999	-999	-999	2	0	-999	2	2	-999	-999	-999	16	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	8	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	4	-999	-999	3	-999	6	1	12.4873489764	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	45	-999	-999	-999	0	-999	-999	100
"Class_1"	0.359921264024	8.44520351653	4	4.58719146589	8.1656871512	2.55512347191	2.85992148677	1.35954555274	8.5119055744	1.31290933646	15.7292395082	6.25527568384	3.34742261589	11.1858199935	1.66097119823	6.7241380654	4.16234019944	1.01420590226	0.178577330233	18.568444742	6.44241997971	19295	0.00496109990142	5	1.61714376595	1.9260694357	3.20363150088	6.59183228481	8.54085551557	1	2	1.39104958788	1.50454041859	3.05911945624	6.92606988364	15.7161619827	0.136053520843	0	0.0452327760107	15.1848641226	7.30868966002	12.8793764908	2.26099187173	12.9714042691	7.50323667183	1.43253217416	9	11.4601249548	7.84046771232	2.08055090268	6.85084443329	3	15.9908876701	0.777354432284	1.36186849564	1	4.75356747315	4.027875014	10.6840935866	1.90229098721	16.2701218896	2	1.4273392007	7.14480704797	17.2765524484	2	9.29312657814	19.2055740966	12.0689658112	10.7413617979	6	2	2.07897189017	2	4	2.53986510017	7.98313851041	12.7586210625	3	2.32142852835	8.67580214719	3.54480570494	1.43968773532	1.51750900074	2.52588070224	1.02140177453	9.89617726121	1.1413753151	0.643841296976	0.891376730578	3	0.479037820534	6.22569860421	3.79834106646	0.522361499732	6.82879326003	7.25623667045	8.32656063833	1.36727293821	15.9303137699	8.45375431089	2.43612709591	4.61648483966	2.37514618193	0.752979218254	13.6056545009	3	1.60399526786	2.32419955701	1	1.78988259305	17	11	9.69784048158	7.93103386586	2.42976476999	8.01948819465	7.3469388456	4.147338976	0.75261240893	1.83622917772	6.24999975841	2.84286214227	0.0805824760974	73	1.90929673018	4.30447381381	1.40608997773	0	1.05215485637	0.5172416677	0
"Class_1"	-999	-999	1	-999	-999	-999	-999	-999	-999	5.25164019423	-999	8.87698887467	-999	14.2339128213	-999	-999	-999	-999	-999	-999	8.03271184208	19901	-999	3	-999	-999	-999	-999	-999	7	1	-999	-999	4.94189192492	-999	-999	-999	0	-999	16.1717684717	-999	-999	-999	-999	-999	-999	4	-999	-999	2.83324785616	-999	13	-999	-999	-999	41	-999	-999	-999	-999	-999	0	-999	-999	-999	1	-999	-999	-999	-999	6	0	-999	2	4	-999	-999	-999	10	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	4	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	5	-999	-999	3	-999	19	1	8.9430290616	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	82	-999	-999	-999	0	-999	-999	100
"Class_1"	-999	-999	4	-999	-999	-999	-999	-999	-999	1.0503279866	-999	6.44680151154	-999	10.5405681942	-999	-999	-999	-999	-999	-999	6.22370854159	16671	-999	5	-999	-999	-999	-999	-999	4	2	-999	-999	10.8154359068	-999	-999	-999	0	-999	2.65610259741	-999	-999	-999	-999	-999	-999	9	-999	-999	1.01239825629	-999	6	-999	-999	-999	123	-999	-999	-999	-999	-999	1	-999	-999	-999	3	-999	-999	-999	-999	6	1	-999	2	4	-999	-999	-999	3	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	3	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	3	-999	-999	1	-999	2	1	18.4918739866	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	87	-999	-999	-999	0	-999	-999	100
"Class_1"	-999	-999	4	-999	-999	-999	-999	-999	-999	2.5820562852	-999	6.33412262643	-999	11.589679042	-999	-999	-999	-999	-999	-999	6.02479310129	11583	-999	4	-999	-999	-999	-999	-999	1	2	-999	-999	10.6386186014	-999	-999	-999	0	-999	4.47724394674	-999	-999	-999	-999	-999	-999	9	-999	-999	4.45161862179	-999	11	-999	-999	-999	39	-999	-999	-999	-999	-999	1	-999	-999	-999	3	-999	-999	-999	-999	6	1	-999	2	4	-999	-999	-999	3	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	7	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	2	-999	-999	1	-999	9	25	18.4309083635	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	60	-999	-999	-999	0	-999	-999	100
"Class_1"	-999	-999	4	-999	-999	-999	-999	-999	-999	1.29102757369	-999	6.77615335737	-999	10.1155929318	-999	-999	-999	-999	-999	-999	5.14703234541	3600	-999	3	-999	-999	-999	-999	-999	1	2	-999	-999	7.57980292546	-999	-999	-999	0	-999	8.01461548966	-999	-999	-999	-999	-999	-999	3	-999	-999	0.588364654178	-999	9	-999	-999	-999	9	-999	-999	-999	-999	-999	1	-999	-999	-999	1	-999	-999	-999	-999	2	1	-999	2	2	-999	-999	-999	5	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	3	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	3	-999	-999	2	-999	5	1	15.3345617086	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	63	-999	-999	-999	0	-999	-999	100
"Class_0"	1.83850833534	5.20922236516	4	4.51843855101	9.45866485219	2.6832295655	2.71635557529	0.231958827678	8.97832836589	1.02844640635	15.0357145719	6.47085792717	3.92859091867	11.7567892058	2.35010067867	5.00000051232	2.96685895156	0.821966242865	0.214047533677	17.3671448043	7.14269546601	10426	2.73642739327e-08	4	0.376511788495	2.01932289162	2.52588020458	5.16142855135	8.14906772885	4	2	1.80124193026	2.25258714267	4.76695166501	8.09937827695	14.8066298494	0.731708105665	0	0.483708279091	12.1981043196	6.97308417846	13.3498971332	2.37499975213	9.32919818733	8.55299367461	0.278603827227	3	13.1281641396	7.96687453334	0.900888275476	7.3355912202	13	15.3048781223	0.143133414144	1.59006268371	92	4.36439008129	3.45657745562	11.7293263229	1.82194667496	15.2213877384	1	0.319141318706	5.29448316556	15.4144444674	1	9.27536223661	16.1650896243	9.41176567695	12.69887589	6	1	2.69717242461	2	4	1.77662002304	6.88198726511	13.0882353844	5	2.10526325185	7.16040713075	3.72445150849	2.21117983597	1.6894406928	3.41953976801	1.37888125051	9.11372874028	2.71635583099	0.348195153039	0.956241502742	7	0.481659320225	5.2380070163	4.32427204566	0.553748164273	6.23602487857	7.31707360576	6.7499203199	1.38164349322	16.2510750246	7.31985779374	2.95815474864	5.58175699762	2.91575374874	0.14241983139	11.2302716814	2	2.14824205777	3.54446612853	2	3.52795046611	9	1	12.1937430052	10.4411762615	2.4390241014	10.4144052808	8.10975556037	-6.96457119124e-07	3.38778931214	2.7754670047	6.87306492194	2.77942326172	0.0939418285805	60	2.02434304702	3.35403668073	1.85583730618	0	1.65853610826	1.76470631065	0
"Class_1"	1.80739716188	7.97172581292	4	4.24471567289	8.86348437277	2.34473190133	2.34473159525	0.06124406507	11.294118124	1.83807425764	15.3168041392	7.11823730074	3.60204109861	12.8675581255	2.13178280434	7.1604945761	3.6312430174	0.455863072941	0.192422328019	17.9441513555	7.70150402392	15679	-8.89956868886e-07	4	0.148459669063	1.89346274868	2.09350933419	3.0617916073	9.00209321349	8	2	2.0097702974	2.26099105554	6.29946060314	9.51849240829	10.4580610726	0.833333852018	0	0.268361403165	10.5896818915	7.75994326786	13.3147239725	2.03856730025	12.370027099	10.7426217154	0.109210729106	9	12.5578520297	8.59734864614	0.754162923232	6.51474182872	13	15.8759693953	0.124831299656	1.38171739072	121	4.17306421674	1.76744112522	11.0248999463	1.71435119767	14.6454372784	2	0.136345755119	6.18553995847	16.4365277855	1	10.1325882153	17.7984489568	8.14814832698	15.0366242455	2	2	2.75482055819	2	2	2.23120782776	7.96929438674	11.1111120845	3	3.41176543468	6.40928760214	8.55224811673	1.88415907796	2.42847260813	1.59250647073	1.38171628216	11.9941729134	2.23307677342	0.0723494940917	0.984974379676	7	0.643359494608	5.69566606989	3.35554503911	0.726029917082	7.14584772274	7.9761903878	5.89565861359	1.15143018983	18.201549987	7.85078307411	1.98102695465	4.96763489524	2.58623577242	0.0515730192195	11.8446972411	2	2.68761838442	6.41447395362	1	4.01954000162	17	14	13.5111164529	11.8518520835	2.07751972256	8.33893221191	8.80952299238	0.968232061188	1.9534891357	2.19155812791	7.76470528346	3.08488246339	0.00701562211284	81	1.31914174306	2.09351071001	2.63147181941	0	1.92857090674	1.72839514688	0
